----------------------------------------------------
PARAMS: cols = 5	 rows = 1	 lback = 1	 mutations = 5	 popsize = 10	 generations = 1428	 error = 0.000000
 filename=experiments/011/experiment_20/best_chromosome.chr
----------------------------------------------------
Training data:
   file:banknotes.txt, vectors:1372, inputs:4, outputs:1
CGP parameters:
   l-back=1, rows=1, cols=5, functions=9
   popsize=10, mutgenes=5, generations=1428, acceptable error=0.000000
   evalunused=false
Evolutionary run:
   initial fitness=0.454942
Generation: -1		Individual: 7	Accuracy: 0.454942	Used nodes: 1
Generation: 0       	Individual: 8	Accuracy: 0.454942	Used nodes: 1	Criteria: nodes
Generation: 1       	Individual: 3	Accuracy: 0.980392	Used nodes: 0	Criteria: nodes
Generation: 2       	Individual: 1	Accuracy: 0.980392	Used nodes: 0	Criteria: nodes
Generation: 3       	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 4       	Individual: 4	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 5       	Individual: 7	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 6       	Individual: 2	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 7       	Individual: 6	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 8       	Individual: 2	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 9       	Individual: 2	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 10      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 11      	Individual: 2	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 12      	Individual: 6	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 13      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 14      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 15      	Individual: 6	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 16      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 17      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 18      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 19      	Individual: 6	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 20      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 21      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 22      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 23      	Individual: 2	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 24      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 25      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 26      	Individual: 2	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 27      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 28      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 29      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 30      	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 31      	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 32      	Individual: 9	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 33      	Individual: 8	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 34      	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 35      	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 36      	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
