----------------------------------------------------
PARAMS: cols = 5	 rows = 3	 lback = 1	 mutations = 5	 popsize = 10	 generations = 1428	 error = 0.000000
 filename=experiments/0111/experiment_1/best_chromosome.chr
----------------------------------------------------
Training data:
   file:banknotes.txt, vectors:1372, inputs:4, outputs:1
CGP parameters:
   l-back=1, rows=3, cols=5, functions=9
   popsize=10, mutgenes=5, generations=1428, acceptable error=0.000000
   evalunused=false
Evolutionary run:
   initial fitness=0.826087
Generation: -1		Individual: 1	Accuracy: 0.826087	Used nodes: 1
Generation: 0       	Individual: 6	Accuracy: 0.826087	Used nodes: 1	Criteria: acc
Generation: 1       	Individual: 7	Accuracy: 0.826087	Used nodes: 1	Criteria: nodes
Generation: 2       	Individual: 2	Accuracy: 0.826087	Used nodes: 1	Criteria: acc
Generation: 3       	Individual: 0	Accuracy: 0.826087	Used nodes: 1	Criteria: nodes
Generation: 4       	Individual: 7	Accuracy: 0.826087	Used nodes: 1	Criteria: acc
Generation: 5       	Individual: 0	Accuracy: 0.826087	Used nodes: 1	Criteria: nodes
Generation: 6       	Individual: 0	Accuracy: 0.826087	Used nodes: 1	Criteria: acc
Generation: 7       	Individual: 6	Accuracy: 0.826087	Used nodes: 1	Criteria: acc
Generation: 8       	Individual: 3	Accuracy: 0.826087	Used nodes: 1	Criteria: nodes
Generation: 9       	Individual: 6	Accuracy: 0.826087	Used nodes: 1	Criteria: acc
Generation: 10      	Individual: 6	Accuracy: 0.826087	Used nodes: 1	Criteria: acc
Generation: 11      	Individual: 2	Accuracy: 0.826087	Used nodes: 1	Criteria: acc
Generation: 12      	Individual: 1	Accuracy: 0.826087	Used nodes: 1	Criteria: acc
Generation: 13      	Individual: 0	Accuracy: 0.826087	Used nodes: 1	Criteria: acc
Generation: 14      	Individual: 5	Accuracy: 0.826087	Used nodes: 1	Criteria: acc
Generation: 15      	Individual: 1	Accuracy: 0.826087	Used nodes: 1	Criteria: acc
Generation: 16      	Individual: 6	Accuracy: 0.826087	Used nodes: 1	Criteria: acc
Generation: 17      	Individual: 6	Accuracy: 0.826087	Used nodes: 1	Criteria: acc
Generation: 18      	Individual: 4	Accuracy: 0.826087	Used nodes: 1	Criteria: acc
Generation: 19      	Individual: 6	Accuracy: 0.826087	Used nodes: 1	Criteria: acc
Generation: 20      	Individual: 5	Accuracy: 0.826087	Used nodes: 1	Criteria: acc
Generation: 21      	Individual: 8	Accuracy: 0.826087	Used nodes: 1	Criteria: acc
Generation: 22      	Individual: 9	Accuracy: 0.826087	Used nodes: 1	Criteria: nodes
Generation: 23      	Individual: 2	Accuracy: 0.826087	Used nodes: 1	Criteria: nodes
Generation: 24      	Individual: 1	Accuracy: 0.826087	Used nodes: 1	Criteria: nodes
Generation: 25      	Individual: 5	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 26      	Individual: 1	Accuracy: 1.000000	Used nodes: 2	Criteria: nodes
Generation: 27      	Individual: 5	Accuracy: 1.000000	Used nodes: 2	Criteria: acc
