----------------------------------------------------
PARAMS: cols = 5	 rows = 3	 lback = 1	 mutations = 5	 popsize = 10	 generations = 2000	 error = 0.000000
 filename=experiments/01/experiment_9/best_chromosome.chr
----------------------------------------------------
Training data:
   file:banknotes.txt, vectors:1372, inputs:4, outputs:1
CGP parameters:
   l-back=1, rows=3, cols=5, functions=9
   popsize=10, mutgenes=5, generations=2000, acceptable error=0.000000
   evalunused=false
Evolutionary run:
   initial fitness=1.000000
Generation: -1		Individual: 1	Accuracy: 1.000000	Used nodes: 1
Generation: 0       	Individual: 4	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 1       	Individual: 8	Accuracy: 1.000000	Used nodes: 3	Criteria: acc
Generation: 2       	Individual: 0	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 3       	Individual: 3	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 4       	Individual: 2	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 5       	Individual: 3	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 6       	Individual: 0	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 7       	Individual: 3	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 8       	Individual: 1	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 9       	Individual: 2	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 10      	Individual: 4	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 11      	Individual: 4	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 12      	Individual: 9	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 13      	Individual: 1	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 14      	Individual: 0	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 15      	Individual: 8	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 16      	Individual: 2	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 17      	Individual: 1	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 18      	Individual: 2	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 19      	Individual: 2	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 20      	Individual: 5	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 21      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 22      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 23      	Individual: 6	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 24      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 25      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 26      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 27      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 28      	Individual: 6	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 29      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 30      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 31      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 32      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 33      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 34      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 35      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 36      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 37      	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 38      	Individual: 6	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 39      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 40      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 41      	Individual: 7	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 42      	Individual: 2	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 43      	Individual: 7	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 44      	Individual: 9	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 45      	Individual: 7	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 46      	Individual: 9	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 47      	Individual: 6	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 48      	Individual: 8	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 49      	Individual: 9	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 50      	Individual: 4	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 51      	Individual: 6	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 52      	Individual: 1	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 53      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 54      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 55      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 56      	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 57      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
