----------------------------------------------------
PARAMS: cols = 5	 rows = 3	 lback = 1	 mutations = 5	 popsize = 10	 generations = 1428	 error = 0.000000
 filename=experiments/0111/experiment_20/best_chromosome.chr
----------------------------------------------------
Training data:
   file:banknotes.txt, vectors:1372, inputs:4, outputs:1
CGP parameters:
   l-back=1, rows=3, cols=5, functions=9
   popsize=10, mutgenes=5, generations=1428, acceptable error=0.000000
   evalunused=false
Evolutionary run:
   initial fitness=0.980392
Generation: -1		Individual: 6	Accuracy: 0.980392	Used nodes: 4
Generation: 0       	Individual: 2	Accuracy: 0.980392	Used nodes: 4	Criteria: nodes
Generation: 1       	Individual: 3	Accuracy: 0.980392	Used nodes: 2	Criteria: nodes
Generation: 2       	Individual: 4	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 3       	Individual: 6	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 4       	Individual: 9	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 5       	Individual: 8	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 6       	Individual: 4	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 7       	Individual: 3	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 8       	Individual: 4	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 9       	Individual: 1	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 10      	Individual: 7	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 11      	Individual: 3	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 12      	Individual: 4	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 13      	Individual: 9	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 14      	Individual: 8	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 15      	Individual: 0	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 16      	Individual: 5	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 17      	Individual: 4	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 18      	Individual: 2	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 19      	Individual: 1	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 20      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 21      	Individual: 2	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 22      	Individual: 7	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 23      	Individual: 4	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 24      	Individual: 0	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 25      	Individual: 6	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 26      	Individual: 7	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 27      	Individual: 7	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 28      	Individual: 8	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 29      	Individual: 3	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 30      	Individual: 3	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 31      	Individual: 8	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 32      	Individual: 3	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 33      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 34      	Individual: 7	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 35      	Individual: 7	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 36      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 37      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 38      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 39      	Individual: 2	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 40      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 41      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 42      	Individual: 7	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 43      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 44      	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 45      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 46      	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 47      	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 48      	Individual: 2	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 49      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 50      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 51      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 52      	Individual: 7	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 53      	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 54      	Individual: 2	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 55      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 56      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 57      	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 58      	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 59      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 60      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 61      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 62      	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 63      	Individual: 6	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 64      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 65      	Individual: 2	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 66      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 67      	Individual: 7	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 68      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 69      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 70      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 71      	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 72      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 73      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 74      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 75      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 76      	Individual: 7	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 77      	Individual: 6	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 78      	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 79      	Individual: 7	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
