----------------------------------------------------
PARAMS: cols = 5	 rows = 1	 lback = 1	 mutations = 5	 popsize = 10	 generations = 1428	 error = 0.000000
 filename=experiments/011/experiment_28/best_chromosome.chr
----------------------------------------------------
Training data:
   file:banknotes.txt, vectors:1372, inputs:4, outputs:1
CGP parameters:
   l-back=1, rows=1, cols=5, functions=9
   popsize=10, mutgenes=5, generations=1428, acceptable error=0.000000
   evalunused=false
Evolutionary run:
   initial fitness=0.696262
Generation: -1		Individual: 9	Accuracy: 0.696262	Used nodes: 1
Generation: 0       	Individual: 8	Accuracy: 0.696262	Used nodes: 1	Criteria: nodes
Generation: 1       	Individual: 1	Accuracy: 0.696262	Used nodes: 0	Criteria: acc
Generation: 2       	Individual: 9	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 3       	Individual: 3	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 4       	Individual: 4	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 5       	Individual: 6	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 6       	Individual: 8	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 7       	Individual: 7	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 8       	Individual: 3	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 9       	Individual: 5	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 10      	Individual: 3	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 11      	Individual: 0	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 12      	Individual: 0	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 13      	Individual: 2	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 14      	Individual: 7	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 15      	Individual: 2	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 16      	Individual: 2	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 17      	Individual: 8	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 18      	Individual: 8	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 19      	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 20      	Individual: 7	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 21      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 22      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 23      	Individual: 7	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 24      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 25      	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 26      	Individual: 7	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 27      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 28      	Individual: 7	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 29      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 30      	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 31      	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 32      	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 33      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 34      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 35      	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 36      	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 37      	Individual: 6	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 38      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 39      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 40      	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 41      	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 42      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 43      	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 44      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 45      	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 46      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 47      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 48      	Individual: 6	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 49      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 50      	Individual: 7	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 51      	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 52      	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 53      	Individual: 7	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 54      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 55      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 56      	Individual: 6	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 57      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 58      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 59      	Individual: 2	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 60      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 61      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 62      	Individual: 2	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 63      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 64      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 65      	Individual: 6	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 66      	Individual: 2	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 67      	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 68      	Individual: 5	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 69      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 70      	Individual: 2	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 71      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 72      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 73      	Individual: 6	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 74      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 75      	Individual: 6	Accuracy: 1.000000	Used nodes: 1	Criteria: nodes
Generation: 76      	Individual: 0	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 77      	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 78      	Individual: 7	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 79      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 80      	Individual: 6	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 81      	Individual: 7	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 82      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 83      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 84      	Individual: 2	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 85      	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 86      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 87      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 88      	Individual: 8	Accuracy: 1.000000	Used nodes: 1	Criteria: acc
Generation: 89      	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 90      	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 91      	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 92      	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 93      	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 94      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 95      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 96      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 97      	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 98      	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 99      	Individual: 8	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 100     	Individual: 0	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 101     	Individual: 7	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 102     	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 103     	Individual: 9	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 104     	Individual: 7	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 105     	Individual: 6	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 106     	Individual: 7	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 107     	Individual: 4	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 108     	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 109     	Individual: 5	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 110     	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 111     	Individual: 2	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 112     	Individual: 1	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 113     	Individual: 6	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
Generation: 114     	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: nodes
Generation: 115     	Individual: 3	Accuracy: 1.000000	Used nodes: 0	Criteria: acc
